Downdraft,"$3,000","Blows Bloons away from the Heli, back toward the entrance.",Periodically blows back 1 bloon at a time at a rate of 6.67 bloons per second (check numbers). Can blowback even faster with Faster Firing.
Support Chinook,"$7,000","Abilities: Drops lives and cash crates, or can pick up and redeploy most Monkey types.","Gains two abilities, a crate ability and a redeployment ability. Crates give bonus lives and bonus cash. Can redeploy all ""non-heavy"" types of tower."
Special Poperations,$30000,Deploys a powerful special Monkey Marine with machine gun.,"Gains an ability that deploys a Marine. The Marine comes with a powerful machine gun that deals 6 damage to up to 20 bloons per dart, pops any bloon type, and comes with camo detection (check stats). The Marine shoots faster with Faster Firing upgrade."
Faster Darts,$250,Darts are propelled much faster through the air.,Improves projectile speed of main dart attack.
Faster Firing,$350,Faster attack speed for all Heli attacks.,Attacks +25% faster (0.80x attack cooldown).
MOAB Shove,"$3,500","Can collide with and shove MOAB-Class Bloons, reversing or slowing their movement. Shove is amplified by Bigger Jets and IFR upgrades.","Shoves back against MOAB-class bloons close to it, pushing them backwards or slowing down their movement. Improves shove effect with the Bigger Jets upgrade. Also adds a slow firing missile attack."
Comanche Defense,"$8,500",Automatically calls in mini Comanches when they're most needed.,"Mini-Comanches can be summoned once bloons reach a certain percentage of the bloon track, one more for every 25% of the bloon track surpassed, capped at 3. Mini-Comanches shoot darts and missiles and automatically attack on Pursuit."
Comanche Commander,"$35,000",Upgraded weapons. Also automatically calls in 3 more Comanches. Permanently.,"All attacks deal +1 damage (check numbers), and the 3 mini-Comanches are now permanent."
Bigger Blast,$500,Bigger shells deliver a bigger blast radius.,"Each explosion produces a large explosion radius (20 to 30), and increases main pierce from 40 to 45 (check numbers)."
Bloon Buster,$650,Smash through 2 layers of Bloon at once!,Explosions deal 2 damage instead of 1.
Shell Shock,$1100,"Blast shockwave stuns bloons at impact, pops bloons in a wider area, and increases Burny Stuff damage.","Creates a secondary shockwave explosion that stuns bloons close to the epicenter and deals extra damage further from the main explosion. When given Burny Stuff, deals 2 damage per tick instead of 1. Explosion radius of main explosion slightly increased from 30 to 40 (check numbers)."
The Big One,$8000,"Devastating explosions pop 5 layers of bloon, plus increases Burny Stuff damage further.","Explosion radius is even bigger (40 to 60), deals 5 damage per main explosion, and increases main pierce from 45 to 85. When given Burny Stuff, deals 3 damage per tick instead of 2 (check numbers)."
The Biggest One,$28000,"Blasts deeply through Bloons and layers over a huge area, plus powerful Burny Stuff damage.","Creates gigantic explosions (60 to 75) that deal 20 damage per main explosion, plus +20 to Ceramics and MOAB-class, and pops 200 bloons instead of 85. Shockwave explosion deals +10 damage to Ceramics. When given Burny Stuff, deals 25 damage per tick instead of 3 (check numbers)."
Faster Reload,$300,Increases the attack speed of the Mortar.,Gains +33% attack speed (an equivalent value from 0.75x attack cooldown) (check numbers).
Rapid Reload,$500,Even faster reload.,Gains +28% attack speed (an equivalent value from 0.78x attack cooldown) (check numbers).
Heavy Shells,$900,"Heavy shells do extra damage to Ceramic, Lead, all Fortified, and all stunned bloons. Can also pop black Bloons.","Explosions pop Black Bloons and deal +3 damage to Ceramics, +1 damage to Leads, +1 damage to Fortified, +1 damage to MOAB-class, and +2 damage to stunned bloon (check numbers)."
Artillery Battery,$5500,Bombardment Ability: Unleashes a rapid fire attack in a slightly wider area. Main attack upgrades to 3 barrels for incredibly fast attacks.,4x attack speed. Ability increases attack speed by another 4x and blast radius by +15% (check numbers).
Pop and Awe,$30000,"Pop and Awe Ability: rains explosions over the whole screen, damaging and immobilizing all bloons for a few seconds. Main attack gains additional bonus damage to stunned Bloons.","Ability stuns all bloons on screen repetitively every 1 second for 8 seconds. Main attack gains quadruple the additive special bonus damage bonuses for all except stunned, which gives +10 instead of +2 (check numbers)."
Increased Accuracy,$200,Makes the shots more accurate.,Reduces deviation radius from ~18 to ~8 (check numbers).
Burny Stuff,$500,Damaged Bloons are set ablaze momentarily with each hit.,Affected bloons slowly deal 1 damage every 1.25s for 3.75s after getting ignited with napalm (check numbers).
Signal Flare,$700,Camo Bloons popped by flares lose their camouflage permanently.,"Explosions produce secondary flares that strip camo properties off any bloon hit, including Camo Blacks and Camo Zebras, but not DDTs (check DDTs). Can detect Camo Bloons."
Shattering Shells,$11000,Shattering shells strip all special bloon properties off all but the biggest bloons.,"Strips all Camo, Regrow, Lead and Fortified from non-MOAB-class bloons, and strips Fortified from MOABs and BFBs. (check if strips lead from DDTs)"
Blooncineration,$40000,"Superhot burny stuff melts through 5 layers of bloon each shot, burns MOAB class bloons for extra damage, and strips DDT camo.","Burns faster, and deals more burning damage, 5 damage to bloons and 100 damage to blimps per damage tick. Blazes are also produced at the location where the explosions landed, dealing contact damage to passing bloons. Explosions also strip camo and fortified properties from DDTs. (check numbers)"
Focused Firing,$250,Increases accuracy of the Dartling Gun.,"Decreases deviation radius from ~18 to ~7.2, reducing projectile deviation by 60%."
Laser Shock,$800,Laser tipped shots shock bloons into popping again 1 second after being struck.,Every point of damage applies an extra electric shock damage-over-time onto affected Bloons. Dartling Gunners with this upgrade also deal bonus damage to shocked Bloons.
Laser Cannon,"$4,250",Rapidly fires much more powerful laser blasts that can pop frozen Bloons.,"Converts into a laser attack that deals increased damage and pierce. Damage improves from 1 to 2, pierce from 1 to 4, and additionally improves duration of Laser Shock effect."
Plasma Accelerator,"$11,000",TBA: Concentrates a powerful beam of energy to a single point.,"TBA: Generates a powerful beam of energy towards a single point instead of shooting fast lasers, popping bloons that make regular contact with them. Any remaining pierce is used to inflict greater damage, starting with the bloons closest to the endpoint. Affected bloons additionally will be affected by an even longer-lasting Laser Shock effect."
Ray of Doom,"$80,000",Creates a solid line of annihilation. You can erase most Bloons at your leisure.,"Produces an endless death ray that rapidly destroys bloons, inflicts huge damage, and pierces up to 1000 bloons instead of 50. Laser Shock deals much more damage."
Advanced Targeting,$250,Allows Dartling Gunner to hit Camo Bloons.,Self-explanatory
Faster Barrel Spin,$500,Makes gun fire much faster.,Attacks +50% faster (0.66x attack cooldown).
Hydra Rocket Pods,"$5,600",Shoots depleted bloontonium missiles that can damage all Bloon types and trigger multiple explosions.,Hydra Rocket Pod missiles damage any bloon type and produce up to 3 low-pierce explosions by default. Gains even more explosions with pierce buffs.
Rocket Storm,"$5,100",Rocket Storm ability: Launches a powerful storm of rockets in a wide cone.,Ability generates waves of erratically moving rockets that deal 6 damage per shot onto up to 8 bloons per explosion. Main attack gains more pierce for both its own explosions and the numbers of explosions.
M.A.D,"$60,000",Moab Assured Destroyer. Slower firing mega missiles do extreme damage to MOAB-class Bloons.,"Main attack deals 3 damage each plus 550 to MOAB-class and increases pierce to 12, but attacks over twice as slow and alternates attacks between two arms. Ability gains extra pierce and deals more damage to Ceramics and MOAB-class."
Faster Swivel,$150,Barrel can swivel much faster.,Dartling Gunner can rotate towards the pointer twice as fast.
Powerful Darts,$700,Darts move faster and can pop 3 bloons each.,"Darts pop +2 bloons per shot. For Hydra Rocket Pods, gains +2 pierce and one more explosion, while Plasma Accelerator gains +25 pierce instead of +2 pierce."
Buckshot,"$3,200",Shoots blasts of deadly buckshot instead of darts.,"Blasts out slow bursts of deadly buckshot instead of spinning rapid-fire darts. Buckshot balls deal 4 damage, pierces through 4 bloons, and can knock back bloons."
Bloon Area Denial System,"$12,000",4-barreled auto-cannon that can be set to attack automatically.,"Upgrades into a tall 4-barreled auto-cannon that alternates attacks per cannon, allowing it to attack 4x faster than normal. Can be set to attack automatically."
Bloon Exclusion Zone,"$53,000",Upgraded to 6 barrels and massively increased damage. Bloons are excluded from existence,Further upgrades into 6 barrels for even faster attack speed and gains even more buckshots per cannon. Buckshots deal 8 damage instead of 4 and pierce through more bloons.
Guided Magic,$150,"Magic shots seek out the Bloons, even behind cover.",All magical bolts can ignore Line of Sight and can seek at bloons. Most other attacks also ignore Line of Sight and gain further projectile lifespan.
Arcane Blast,$350,Bigger more powerful magic blasts pop through 2 layers of Bloon.,Main bolt now deals 2 damage.
Arcane Mastery,$1300,"Faster attacks with increased range, damage, and popping power.","Gains +20 range, 2x attack speed, deals 3 damage per bolt instead of 2, and pops +4 bloons."
Arcane Spike,$10000,Faster firing magic does huge damage to most Bloon types.,Deals 8 damage per shot and 19 (presumably...) versus MOAB-class. Attacks 4x faster than an unupgraded Wizard and can pop Lead Bloons.
Archmage,$32000,A true master of magical wizardry.,Even higher damage bolts deal 10 (?) damage and 26 (?) MOAB-class damage and attack twice as fast as Arcane Spike. Additionally gains Dragon's Breath and Shimmer attacks.
Fireball,$300,Every few seconds casts an explosive fireball spell.,"Every 2.6s, produces a fireball that explodes on impact and deals 3 damage. Fireballs have the Explosion damage type, and thus can pop Purples in all conditions."
Wall of Fire,$900,Creates a super hot wall of fire across the track to roast the Bloons as they pass.,Creates a blaze of fire onto the closest region of bloon track. Bloons will be dealt damage as they pass by.
Dragon's Breath,$3000,Spews endless flames at nearby Bloons and enhances Fireball and Wall of Fire.,"Rapidly spews flames at bloons, deals extra damage to Ceramics, and sets affected bloons on fire for more damage. Fireball deals more damage and Wall of Fire is spawned faster."
Summon Phoenix,$4000,Summon Phoenix ability: Powerful phoenix wreaks Bloon havoc for 20 seconds.,Ability generates a phoenix that rapidly spews flames that deal 5 damage each.
Wizard Lord Phoenix,$54000,"Wizard Lord becomes a master of the flame, turning into a super powerful Lava Phoenix for a short time.","Enhances damage of all fire-related attacks, Dragon's Breath attack gains huge pierce, and phoenix is permanent. Ability now transforms the monkey into a super-phoenix that spews even stronger flames and regular volleys of powerful meteors."
Intense Magic,$300,More powerful magic shots move faster and can pop more Bloons.,Bolt gains +5 pierce and moves faster. Most fire-based attacks gain a certain amount of bonus pierce.
Monkey Sense,$300,Allows the Wizard to hit Camo Bloons.,Self-explanatory
Shimmer,$1700,Gains a dark magic attack that periodically reveals location of all nearby Camo bloons permanently.,Gains a shimmer attack. Periodically produces dark waves of magic that permanently remove camo properties off bloons.
Necromancer: Unpopped Army,$2800,Reanimate recently popped enemies as servants to destroy the Bloons.,"Stores Undead Bloons into its personal graveyard every time any tower pops bloons within its range, and spawns them out to attack bloons. Undead Bloons pop any bloon type. Undead Bloons gain further pierce, damage, and attack speed as the graveyard count grows."
Prince of Darkness,$24000,Reanimate even more powerful Bloon servants to obliterate the enemy and enhances all other Necromancers.,"Expands its personal graveyard greatly, Undead Bloons last longer, and can now also summon Undead MOABs and Undead BFBs that deal even more damage and pop more bloons. Improves damage and lifespan of all Undead Bloons on screen including its own."
Laser Blasts,$2300,Shoots powerful blasts of laser instead of darts.,Gains +1 pierce and pops Frozen Bloons. Cannot pop Purples or Leads.
Plasma Blasts,$4500,Plasma vaporizes almost everything it touches!,"Gains another +1 pierce, double attack speed, and pops Lead Bloons. Cannot pop Purples."
Sun Avatar,$17000,Channels power from the core of the Sun.,Shoots three waves of sunbeams per shot. Each sunbeam pops up to 6 bloons.
Sun Temple,$100000,Tower sacrifices enhance and modify the Temple's attacks.,Sacrifices all towers within range and absorbs their power into its own special attacks based on both tower categorization and sacrifice values.
True Sun God,$500000,Tremble before the AWESOME power of the TRUE Sun God!!,"Sacrifices all towers within range once again, again absorbing their power into its own special attacks based on both tower categorization and sacrifice values."
Super Range,$1000,Super Monkeys need Super Range.,Gains +10 range and +1 pierce.
Epic Range,$1400,Why settle for super when you can have EPIC?,Gains a further +12 range and another +1 pierce.
Robo Monkey,$8000,"Half Super Monkey, half killer robot of death. Shoots from 2 guns at once and can crit!",Gains +3 pierce and shoots from both arms at once. Arms have independent targeting and cannot both have the same target priorities. Does Crits every 15-20th shot that deals 10 damage.
Tech Terror,$19000,Annihilation ability: Destroys most Bloons completely and utterly within blast radius.,"Base attack becomes dual plasma cannons that each shoot green plasma, for +2 pierce and +25% attack speed (x0.8 attack cooldown) per plasma ball. Ability instantly deals 2500 damage to up to 2000 bloons within the blast range."
The Anti-Bloon,$90000,<Program Directive> <Eradicate Bloons> <INITIATE>,"Ability instantly deals 5000 damage to up to 10,000 bloons within the blast range. Main attack becomes much stronger, gaining +4 damage, +5 pierce, pops any bloon type, and the Super Monkey gains +10 range. Does Crits every 13-17th shot that deals 50 damage."
Knockback,$3000,Bloons get pushed backwards or slowed after each hit.,"Bloons affected are pushed backwards by 30% speed, Leads and Ceramics slowed by 60%, and MOAB-class slowed by 30%."
Ultravision,$1200,Enables Super Monkey to shoot slightly further and to see Camo Bloons.,+3 range and gains camo detection.
Dark Knight,$5600,Dark blades increase knockback and pierce and deal extra damage to MOAB-class Bloons. Gains Darkshift ability to shift to a nearby location.,"Gains +2 MOAB-class damage, pushes back affected Leads and Ceramics by 100% speed, and gains +4 pierce. Can teleport onto any valid land location within range with a new ability."
Dark Champion,$60000,Champion dark blades excel at puncturing and ruining all Bloon types. Darkshift ability extends mapwide.,"Gains +1 damage to all bloons, another +1 damage to MOAB-class, doubles attack speed, gains another +2 pierce, and pops any bloon type. Ability now allows it to teleport to any valid land location on screen."
Legend of the Night,$240000,"We turn to him, when all hope is lost...","If bloons reach the exit, a black hole is summoned on all exits, deleting any bloons passing through them. Black holes last for up to 7.5s. Main attack gains even more damage and pierce."
Ninja Discipline,$300,Increases attack range and attack speed.,All attacks gain +61.2% attack speed (0.62x attack cooldown) and range increases by +7.
Sharp Shurikens,$300,Shurikens can pop 4 Bloons each.,Self-explanatory
Double Shot,$650,Throws 2 shurikens at once.,Throws 2 shurikens per shot in a narrow spread.
Bloonjitsu,$2750,Throws 5 shurikens at once!,Now throws 5 shurikens per shot instead of 2.
Grandmaster Ninja,$35000,"Throws incredibly fast, 8 shurikens per shot!","Throws 8 shurikens at once, with 2 damage and +222% faster (0.31x attack cooldown). Also gains a slight range boost (check numbers)."
Distraction,$300,Some Bloons will become distracted and move backwards.,Shurikens gain a 15% chance to blowback bloons.
Counter-Espionage,$375,Ninja attacks can strip camo from Bloons they damage.,Self-explanatory
Shinobi Tactics,$2000,Increases attack speed and pierce of nearby Ninjas. Stacks 10 times.,Increases attack speed of itself and other Ninjas in range by +16% multiplicatively and pierce by +16% additively. Stacks up to 10 times.
Bloon Sabotage,$4500,"Sabotage ability: Lasts 15 seconds. During the sabotage, all Bloons move at reduced speed.",Ability slows down all bloons on screen and any incoming bloons by TBA% for 15 seconds. Cannot soak through MOAB-class layers nor affect BADs and bosses.
Grand Saboteur,$25000,"Ability duration is longer, and MOAB-Class Bloons spawn with less health during the sabotage.","Ability lasts twice as long and MOAB-class bloons spawning from the entrance, BADs included, start with 25% (check number) less health."
Seeking Shuriken,$250,Shurikens will seek out and pop Bloons automatically.,"Shurikens will aggressively seek out bloons, regardless of where they are."
Caltrops,$350,Throws out spiked caltrops onto the track nearby.,Regularly throws out caltrops onto nearby track. Pops up to 6 bloons per caltrop.
Flash Bomb,$2000,Throws a flash bomb that stuns multiple Bloons.,"Every few shuriken throws, it throws a Flash Bomb that stuns bloons and pops any bloon type including Leads and Blacks (check ability to pop Black bloons)."
Sticky Bomb,$4500,Throws powerful timed charges at MOAB-Class Bloons.,"Throws sticky bombs onto MOAB-class bloons every few seconds. Sticky bombs detonate after 3.0s, dealing 500 damage to that blimp and 100 damage, 10 pierce, and 40 blast radius to bloons around it upon detonation (check numbers)."
Master Bomber,$40000,One Monkey MOAB demolition machine.,"Throws stronger sticky bombs over any distance that stun affected blimps and deal 1000 damage upon detonation instead of 500, damage of area explosion increases to 300 from 100. Flash bomb attack deals more damage and briefly stuns blimps too (check numbers)."
Larger Potions,$250,Larger potions splash in a larger area.,Acid potion attack deals a large splash radius and pops up to 20 bloons per shot instead of 15.
Acidic Mixture Dip,$350,Throws a helpful potion at nearby Monkeys that allows them to pop Lead Bloons and do extra damage to Ceramic and MOAB-Class Bloons. Wears off after several attacks.,"Regularly throws helpful acidic mixture dip potions at monkeys, boosting their damage to Ceramics and MOAB-class by +1 and allows them to pop Leads. Lasts for 10 shots."
Berserker Brew,$1500,"Special brew gives Monkeys extra damage, range, and attack speed. Lasts longer.","Gives special brew to nearby Monkeys that temporarily provide extra damage, range, attack speed, and pierce. Wears off after many attacks or for the duration of the brew, whichever comes first. Always targets closest buffable tower."
Stronger Stimulant,$2500,Extra strong berserker brew has even more powerful effect on the target. Lasts even longer.,"Improves brew to provide further attack speed, pierce, and range, and last even longer."
Permanent Brew,$55000,Berserker brew becomes PERMANENT on Monkeys who drink it.,Brew and acidic mixture dips now last indefinitely provided that the Permanent Brew is still on screen.
Stronger Acid,$250,Acid potions dissolve Bloons faster.,"Improves red acid into a stronger purple acid. Acid damage-over-time tick rate now increases from every 2.0s to every 1.5s, and increases lifespan of the acid from 4.0s to 4.5s."
Perishing Potions,$475,Attack potions deal more damage to MOAB-class Bloons and strip Fortified off smaller Bloons. Also strengthens Brews and Stimulants.,"Acid now can strip Fortified off non-blimp bloons, and attacks deals 5 damage to MOAB-class, 20 damage to Fortified MOAB-class. Also increases duration of Berserker Brew and Stronger Stimulant."
Unstable Concoction,$4000,Coats MOAB-Class Bloons in an explosive substance that causes a large explosion when they are popped.,Coats MOAB-class bloons with an explosive substance. MOAB-class bloons affected by them will produce explosions with damage equivalent to 10% of its base health.
Transforming Tonic,$4500,Transformation ability: Turns Alchemist into powerful attack Monster for 20 seconds.,"Ability stops the Alchemist's main attacks and transforms it into a laser-shooting monster that pops lead, attacks very quickly, and deals 2 damage per laser."
Total Transformation,$45000,Transforms five Monkeys nearby into crazy attack monsters for 20 seconds.,Ability now affects up to 5 nearby monkeys up to Tier 3 into laser-shooting monsters. Ability cooldown is decreased. Most transformed monkeys can inherit tower-exclusive buffs on top.
Faster Throwing,$650,Throws potions and attacks faster.,Most attacks become +25% faster (0.80x attack cooldown).
Acid Pool,$450,If no Bloons are nearby Alchemist can drench nearby track with acid.,Produces pools of acid on nearby bloon track if there are no bloons within range. Can also produce acid pools if its main potion misses bloons.
Lead To Gold,$1000,"Converts Lead Bloons to GOLD! Special solvents do extra damage to Lead Bloons, destroying them in one shot and generating cash.",Deals extra damage to lead properties and rewards $50 every time a Lead Bloon is popped.
Rubber to Gold,$2750,"Converts all Bloons partially into gold, giving you cash for each pop from affected bloons.",Regularly produces a goldify potion that partially converts bloons into gold. Affected bloons give $1 per layer. (?)
Bloon Master Alchemist,$40000,Secret shrink potion converts all affected Bloons to Red Bloons.,"Throws a shrink potion that converts up to 200 bloons into Red Bloons, including MOAB-class, although MOAB-class bloons consume more pierce. Does not reward extra money for converted bloons."
Hard Thorns,$250,Hard thorns can pop 2 bloons each and pop Lead and Frozen bloons.,"Druid thorns gain +1 pierce, and all thorns pop Frozen and Lead."
Heart of Thunder,$850,Unleashes regular blasts of forked lightning that arc from bloon to bloon.,"Creates regular blasts of forked lightning onto bloons as it attacks, affecting up to 30 bloons per lightning bolt."
Druid of the Storm,$1850,Gusts of wind blow Bloons off the track away from the exit.,Creates small tornadoes that blow away up to 30 bloons backwards.
Ball Lightning,$5100,Makes powerful balls of lightning that shoot additional lightning bolts.,Creates moving balls of lightning that shoot high-damage lightning bolts.
Superstorm,$65000,Superstorm blasts all Bloon types for massive damage and blows them away from the exit.,"Creates supertornadoes that blow away up to 200 bloons including MOAB-class, although MOAB-class consume more pierce. Additional Ball Lightnings are produced the longer the supertornadoes last. Most attacks gain even more damage."
Thorn Swarm,$250,Shoots 8 thorns per shot instead of 5.,Self-explanatory
Heart of Oak,$350,Attacks convert Regrow Bloons into normal Bloons.,Attacks that affect Regrow Bloons strip their Regrow properties.
Druid of the Jungle,$950,Calls a vine from the ground to entangle and crush Bloons one at a time.,"Instakills the strongest non-blimp bloon on screen, strangling onto the same bloon until the bloon withers into nothing."
Jungle's Bounty,$2800,"Jungle's Bounty Ability: Generates cash each use, plus extra cash per Banana Farm near the Druid.","Gains even more range, and ability generates $1000 per use."
Spirit of the Forest,$35000,Grows thorned vines along the path that deal constant damage and generates lives and money when the ability is activated.,"Continually grows thorned vines starting from its direct location and grows more vines outwards roughly every 1.0s. Thorned vines will deal 2 damage every 0.5s to every bloon contacting its growing thorned vines. (check numbers. bonus damage to ceramics?) Adds $3000 every turn, while activated ability is decreased from $1000 to $750, while also adding 25 lives."
Druidic Reach,$100,Increases range by a large amount.,Gains +10 range.
Heart of Vengeance,$300,Gains 20% attack speed and 1% for every life lost from the starting value after the upgrade. Maxes at 100% and diminishes if lives are restored.,Self-explanatory
Druid of Wrath,$600,Gains attack speed during the round as long as the Druid is attacking Bloons.,"Gains +0.5% attack speed every time it does 1 point of damage to bloons, up to +100%. Wrath attack speed bonus resets if not attacking within 2 seconds."
Poplust,$2500,Boosts attack speed and pierce for all Druids in the radius. Can stack up to 5 times on a single Druid.,"Nearby Druids gain increased pierce and attack speed by +15%, stackable additively up to 5 times for +75% pierce and attack speed."
Avatar of Wrath,$45000,"The more bloons there are, the more damage it does!","Deals 4 damage per thorn by default, plus another +1 damage every 3000 RBE on screen, capped at +24. Also gives a smaller damage-ramping for lightning if given the Heart of Thunder upgrade."
Increased Production,$600,Grows 2 extra Banana bunches per round.,Grown bananas from 3 to 5.
Greater Production,$550,Grows 2 MORE extra Banana bunches per round.,Grown bananas from 5 to 7.
Banana Plantation,"$2,700",Grows 16 Banana bunches per round.,Grown bananas from 7 to 16.
Banana Research Facility,"$16,000",Produces 5 large Banana crates every round worth $600 each.,"Instead of bananas, produces 5 crates, each is worth $600."
Banana Central,"$60,000",You want Banana? We have Banana!,"Crates are worth 5x more, for $3000 per crate. Makes Banana Research Facility crates be worth +25% (rounded down)."
Long Life Bananas,$200,Bananas last 30 seconds before rotting instead of 15.,Lifespan for bananas and crates increases from 15s to 30s.
Valuable Bananas,$700,Bananas are worth 25% more cash per bunch.,"Income is worth 25% more cash, rounded down."
Monkey Bank,"$5,500",All money generated by this farm is now stored in the bank and earns 15% interest every round.,"Changes banana generation to automatically generate money and store in a bank $400 per round. Increases stored cash by 20% at the end of a round, limited to $14,000 stored cash. Stored cash can be collected at any time."
IMF Loan,"$7,500","IMF Loan ability: Gives you $20,000 but you have to pay it back over time.","Increases bank storage limit from $14,000 to $20,000. Gains an ability that gives $20,000, but 50% of all income will be used to pay the debt."
Monkey-Nomics,"$50,000",For when you're too big to fail...,Ability cooldown from 90s to 60s and ability no longer includes a debt.
EZ Collect,$250,"The collect radius of Bananas is larger. For Monkey Banks, glows when full and ready to collect.",Increases area where bananas and crates can be collected by +50%. Also makes banks signs glow when they are full.
Banana Salvage,$200,"Uncollected Bananas auto-collect for almost their full amount, and Banks autocollect when full.","Expired bananas and crates are auto-collected for 50% of their value.
Increases sell value of this farm by 10%
"
Marketplace,"$2,900",Generates money each round and adds it to your total. No fuss.,"Instead of collectable bananas, automatically generates money. Generates $40 automatically 14 times, for a total of $560 per round."
Central Market,"$12,500",Earns heaps of money each round and gives Merchantmen +10% income.,"Increases generated money from $40 to $160, for a total of $2240 per round. Gives Merchantman +10% income per Central Market, stacks up to 10x, for +100% income."
Monkey Wall Street,"$37,500",Hub of Monkey trades earns colossal income each round.,"Generates the same amount of money as a Central Market, but adds $10,000 at the end of each round."
Bigger Stacks,$700,Creates larger piles of spikes per shot.,"Spike piles gain +5 pierce. For Perma-Spike, gains +40 pierce (check numbers)."
White Hot Spikes,$600,Cuts through Lead Bloons and Frozen Bloons.,Can pop Frozen and Lead Bloons.
Spiked Balls,"$2,300",Produces spiked balls that do extra damage to Ceramic and Fortified bloons.,"Pierce of each spike pile increases from 10 to 14, and increases damage from 1 to 2, plus even more to Ceramic and Fortified (+1 to Fortified, +3 to Ceramic) (check numbers)."
Spiked Mines,"$9,500",Spiked mines explode violently when they lose all their spikes.,"Increases Ceramic damage bonus from +3 to +6. Mines produce explosions that deal 10 damage with 40 pierce upon depletion of its spikes or by expiration, plus a burning effect that deals 1 damage per 2 seconds for up to 6 seconds. If expired by time, explosions deal double damage (20 damage) (check numbers)."
Super Mines,"$130,000",Creates gigantic exploding spiked mines that can wipe out almost anything.,"Reduces production speed to every 3.5s. Increases spike damage from 2 to 10. Create explosions every time a spike wears out (10 damage, 30 pierce) and produces 1000 (2000 if the mine expires) damage, 60 pierce explosions once the super mine fully depletes its spikes or expires (check numbers)."
Faster Production,$600,Rapidly increases production rate.,Produces spikes +25% faster (0.80x attack cooldown).
Even Faster Production,$700,Increases production rate even more.,Produces spikes +42% faster (0.70x attack cooldown).
MOAB SHREDR,"$2,500",Super-Hard-Rending-Engine-Driven-Razors shred MOAB-Class Bloons.,Spikes deal +4 damage to MOAB-class bloons (check numbers).
Spike Storm,"$5,000",Spike Storm ability: Shoots out a thick layer of spikes over the entire track.,"Ability produces a wave of exactly 200 spike piles over the entire track. Storm spikes last for up to 10 seconds, 15 with Long Reach. Ability behavior modifies with the Smart Spikes upgrade (check numbers)."
Carpet of Spikes,"$40,000",Regularly sets a carpet of spikes over the whole track.,"Every 15 seconds, produces an automatic Spike Storm. Spikes also deal 2 more damage to all bloons, and storm spikes last for 20 seconds instead of 10, or 30 with Long Reach (check numbers)."
Long Reach,$150,"Increases range for spike pile drops, plus piles last longer.","Increases range of the Spike Factory, and ordinary spike piles last for 100 seconds instead of 50 seconds. Spike Storm ability spikes last for 50% longer, for 15 seconds instead of 10, or 30 seconds for Carpet of Spikes ability spikes. (Check numbers)"
Smart Spikes,$400,Spike Factory gains special targeting priority and accelerated production at the start of each round.,"Gains the Close, Far, and Smart target priorities. In addition, attacks 4x faster for the first 2.5s of a round. Spike Storm ability spikes land only on lanes that are being used by Bloons in that particular round (Check numbers)."
Long Life Spikes,"$1,400",Spikes last much longer and can carry over one round.,Spikes last for 140 seconds instead of 100 seconds. (Check numbers)
Deadly Spikes,"$3,500",Extra deadly spikes can pop through 2 layers per spike and last another round.,"Spike damage increased from 1 to 2. (check numbers; does duration increase? Possibly to 200 seconds, a valid guess?)"
Perma-Spike,"$30,000",High damage spikes become almost permanent.,"Reduces production speed to every 4.85s. Spike piles have 10 damage per spike, 50 pierce per spike pile, and lasts for 300 seconds instead of 140. (check numbers)"
Bigger Radius,$400,Increases influence radius of the village.,"Influence radius of the Monkey Village increases by +8, for a total of +20% when given to a base Village."
Jungle Drums,"$1,500",Increases attack speed of all Monkeys in the radius.,All towers in the radius of the Village attack +18% faster (0.85x attack cooldown).
Primary Training,$800,"All Primary Monkeys in radius get more range, pierce and projectile speed.","All Primary Monkeys in the radius of the Village gain +10% further range, +1 pierce, and around +25% projectile speed."
Primary Mentoring,"$2,500","All Primary Monkeys in radius get tier 1 upgrades for free, increased range and reduced ability cooldowns.","In addition to Primary Training buffs, all Primary Monkeys in the radius of the Village gain a further +5 additive range, reduces ability cooldowns by 10%, and free Tier 1 upgrades."
Primary Expertise,"$25,000","Adds Mega Ballista attack, plus all Primary Monkeys in radius get more popping power and tier 1 and 2 upgrades for free.","In addition to Primary Mentoring buffs, all Primary Monkeys in the radius of the Village gain +3 pierce instead of +1 pierce, free Tier 1 and 2 upgrades, and -20% ability cooldowns. Main Village gains a further +8 influence range and now regularly shoots homing Mega Ballista blades that deal 10 damage or 200 versus Ceramics and MOAB-class."
Grow Blocker,$250,Prevents Regrow Bloons from working while in the radius of the Village.,Self-explanatory
Radar Scanner,"$2,000",Allows all Monkeys in the radius to attack Camo Bloons.,Grants all towers in range with camo detection.
Monkey Intelligence Bureau,"$7,500","The Bureau grants special Bloon popping knowledge, allowing nearby Monkeys to pop all Bloon types.","In addition to camo detection, all towers in the radius of the Village can pop any bloon property: Black, White, Purple, Frozen, and Lead."
Call To Arms,"$20,000",Call to Arms ability: Gives nearby Monkeys +50% attack speed and pops for a short time.,Adds an ability that causes all towers in the radius of the Village to temporarily gain +50% attack speed and +50% pierce for up to 12 seconds.
Homeland Defense,"$40,000",Ability now increases attack speed and pops by 100% for all Monkeys for 20 seconds.,Ability now affects the whole screen and increases attack speed by +100% and pierce by +100% for 20 seconds.
